id	filename	md5	size	state
2669607c-d1c3-41c2-89f1-84c0465b9101	2669607c-d1c3-41c2-89f1-84c0465b9101/2d2ad328-a4fa-4977-b742-255f092d37f8.wxs.aliquot_ensemble_masked.maf.gz	681fbfedeb8b49c5777a12e025b210f4	52731	validated
266ddbc9-1881-4402-8a3e-534a780d65a0	266ddbc9-1881-4402-8a3e-534a780d65a0/aca56820-c795-4903-8dfa-d93240ba404c.wxs.aliquot_ensemble_masked.maf.gz	d2590d441056f163743a952376b0aef1	47492	validated
26f26c5e-b977-4257-a83c-86c869e204bd	26f26c5e-b977-4257-a83c-86c869e204bd/9a48d15f-f9af-4d52-adb3-2c4312df5efe.wxs.aliquot_ensemble_masked.maf.gz	09ddce981ac7ede27c2501d1b0af2233	41630	validated
2794c217-f743-48fc-957b-04dc29a6ed27	2794c217-f743-48fc-957b-04dc29a6ed27/6957f9c0-ecb7-4ff2-8841-53576ed936bf.wxs.aliquot_ensemble_masked.maf.gz	a44a0ddec9244b9d9fbbb295c41d8c60	15410	validated
288cde90-7bcf-4399-9e81-29c815d57be4	288cde90-7bcf-4399-9e81-29c815d57be4/bb3f9e0d-dd75-42a4-9260-a07c59c0edf2.wxs.aliquot_ensemble_masked.maf.gz	f0dc19f48659d07c8971d3626fa9d375	92018	validated
2a223929-5f3f-4c51-8834-47dd8205d38e	2a223929-5f3f-4c51-8834-47dd8205d38e/1e3516c6-3ef1-4792-bb2d-4ad6e2fe38da.wxs.aliquot_ensemble_masked.maf.gz	ce7521a4fbf767e56ae2528bc6e8ddbe	42041	validated
2aabc606-284f-401f-850b-adc165979f97	2aabc606-284f-401f-850b-adc165979f97/80db5a37-eea4-4936-8cd1-575d8c999684.wxs.aliquot_ensemble_masked.maf.gz	78615d3c35cc490b5c9932a538e79445	22732	validated
2ac2861f-199a-4e42-80d3-38463f64634c	2ac2861f-199a-4e42-80d3-38463f64634c/7e33b90e-b00b-480c-9f37-4941159eb597.wxs.aliquot_ensemble_masked.maf.gz	c6a5603ad8bc33d929369234db9869e7	14855	validated
2bf72b9e-dd70-4377-a946-f055ee38d252	2bf72b9e-dd70-4377-a946-f055ee38d252/2af2afc0-f8c7-471e-b554-882e0c988c6d.wxs.aliquot_ensemble_masked.maf.gz	74b43b688e9eac0d1719fd3a79e24764	45725	validated
2c01f779-0685-4a6f-80b1-cdb4a28a050c	2c01f779-0685-4a6f-80b1-cdb4a28a050c/23f4d596-2592-4c60-8528-e928c775d971.wxs.aliquot_ensemble_masked.maf.gz	1c86f0285d450a71fb0920775f20e6f4	55306	validated
2cdb3ccf-b3da-419c-9131-4a28d8488ccc	2cdb3ccf-b3da-419c-9131-4a28d8488ccc/266b306c-fe12-4452-b9a2-e340ed3a475b.wxs.aliquot_ensemble_masked.maf.gz	03f7e0c4dc372780330a716a9a3c261e	60362	validated
2ce12f99-ae6b-45f2-8a52-34617d6d95eb	2ce12f99-ae6b-45f2-8a52-34617d6d95eb/4cfdae8b-d181-42f6-bbde-8ba6e90502e9.wxs.aliquot_ensemble_masked.maf.gz	082c6080e6cd4a90964a1d48799be493	56594	validated
2d28507e-8728-47b2-ab8c-750f84c69e5e	2d28507e-8728-47b2-ab8c-750f84c69e5e/273bfe69-06a1-4e78-a5cf-14bb50d319b0.wxs.aliquot_ensemble_masked.maf.gz	179fb02c7ded14b757df78e52b25a9ae	36304	validated
2d2bf4c4-870b-4e17-81c0-4f06a182ed79	2d2bf4c4-870b-4e17-81c0-4f06a182ed79/e6b2db2e-bbf1-4643-8e20-b18409915186.wxs.aliquot_ensemble_masked.maf.gz	fb72817dcb4a95cd2d4ab02f77995cb1	70343	validated
2daeed7b-703b-433c-90d0-dbe9be5c6fe0	2daeed7b-703b-433c-90d0-dbe9be5c6fe0/84990be3-b6a2-466f-9ae5-f719f07b1b43.wxs.aliquot_ensemble_masked.maf.gz	03efa55c04aff693929d232d21bfb015	28505	validated
2dbdbd4d-82ed-4abf-890a-dc9ea1baef56	2dbdbd4d-82ed-4abf-890a-dc9ea1baef56/730afdb6-f7cc-4271-b331-5b81f769da13.wxs.aliquot_ensemble_masked.maf.gz	a2a563211fed4bc6f61792ebaafa038a	38911	validated
2e17c387-2862-43d7-b9bb-fc3f0a234ac1	2e17c387-2862-43d7-b9bb-fc3f0a234ac1/6ae570ee-2109-4dc2-8c71-1c90f9eb47a8.wxs.aliquot_ensemble_masked.maf.gz	c94fa1f457e8b2e52799064f8d3a09ff	72906	validated
